review_id,text,human_label
mDsXQ5DZp_XeYgRVuipIsQ,"I recently had my first ever experience at Fiorella and it was incredible! Although they only had outside dining available and limited seating, they have a really nice outdoor setup that doesn't take away from the experience. I would recommend getting a reservation ahead of time.  The food was delicious, drinks were yummy and the staff was very attentive and great at providing recommendations.",Positive
pE8EyyOKhLI-hO-wysxq-w,"Although my nails and feet turned out okay. The woman who did them wasn't consistent with applying produts and massaging.  What I mean by that is that one arm, hand and foot was massaged better and longer than the other/ had more or less product applied to it!  I also felt like she was rushing to service  me.(She also didn't even out the shape of my 2 big toes. So that they were identical.) Which I couldn't understand because they weren't packed! And even if they were, that not an excuse to shorthand a customer! She also kept slapping away my fingers as she was going over each one which I personally feel is very rude and annoying to say the least. And she didn't scrub my feet smooth. Which is saying a lot seeing as how there was barely any roughness to them! This was my first time coming, and it might be my last. It cost too much money for something as simple as a manicure and pedicure these days. To have received this type of service!",Negative
ryyo7I8NQyTiQVXcuVdiqQ,Consistently good food. Their weekend brunch is their specialty in my opinion. The eggs benedict and chicken and waffles are outstanding. Cocktails are tasty too.  Staff is always friendly and courteous.,Positive
VAtn3MqKPWbmpUjy166mxA,"First time at this place and was extremely happy with it.  Service and staff were excellent, quick, friendly and knowledgeable about the menu.  If you like middle eastern-Israeli food you will love this restaurant.  Salatin-Hummis plate has diverse offerings that are sure to please.  I had the grilled beef lamb entree, excellent flavor but a little to salty.",Positive
-8nMhLafiRdTyov_R1RRZA,"Great place to see a movie. The theater is very clean, the lines move fast, and the bar and lounge are both very attractive. Compared to the AMC on Broad or in Cherry Hill this is paradise. The seats are comfortable, the restrooms are clean, and the concession lines are fast and efficient. I have been to five movies here so far and look forward to more as an AMC Stubs A List member.",Positive
jFQurRjzyf2xczbUf4eRdA,"Oh man, this place is so different from the chain in NYC.

The worker wasn't the friendliest, and just stared rather than greeting us? Confused. We ordered the Mango Kakigori ($8.50). Not worth at all! I understand if they're practicing COVID precautions, their utensils are disposable, but it's just so sad to see the dessert just given in a SMALL plastic bowl. The ice was good and fruity, but the syrup was strong and it just tasted like artificial mango syrup. The mango fruits they provided were also just canned mangoes, although I like the pop mango. 

This was sadly not it and a ripoff.",Neutral
DMHYRba7IPJ0VLQtLacKeg,Just purchased this print from Pretty Green Terrariums. Wonderful little place my friend and I stumbled upon. Staff was friendly and very helpful. He told us he plants all the terrariums himself. So impressive! Will definitely be visiting again!,Positive
gV4X6D8-PbcsNcWdgMr3ig,Food was subpar for what was supposed to be a 5-Star restaurant.  Contract parking attendant said the Ford Explorer was oversized and took me for an extra $7!  Avoid this place...,Negative
DHSDdltvbBvEkRKj3d6jvg,I came here for happy and I was impressed with the food and service here. The wait staff was really kind and accommodating. We made reservations via phone and was greeted very kindly. We asked about bringing a dog and was told that it was okay to bring. They even gave him a bowl,Positive
sQFPx8cAkE4v_mxT_RjbUw,"Decided to try the place out because of the great reviews. Food was good! However, I'm so disapointed and amazed how uncofortable and unwelcomed the bartender made us feel. As we arrived we were directed to seat at one of the hight tops, we didnt get the time to sit and take our coats off he already asked us what we want to drink, we asked for a couple of minutes and that set him off to roll his eyes and just walk away! You're a grown man, really? Then he just talked shit about us to his coworkers while staribg at us.. what a great customer service! Finally, I went to the bar to irder after a few minutes he finally decided to take my order I was a bartender for over 10 years now I'm a manager at a big establishment I swear I have never spoken to any of my guests in a manner I was spoken to by this unplesant man! Throughout the visit he touched every table at the restaurant but ours and when I approached the bar he literally turned around and pretended  tp not see me! NEVER COMING BACK AGAIN I'll choose Maggies every single time. I really hope the owner reads this as I was hoping to speak with them in person.",Negative
1zYYPwOWIFkfK1S_Vx4h5w,"Much improved over the years and in winter my teen enjoys the River Rink.

Lots to see and do in summer, too.
Famous for Fireworks (and crowds) on July 4th.",Neutral
4Po6WIsciX52SLS2pUdY5w,"It was the best of meals, it was the worst of meals.  We had a 7 PM Sunday reservation for my wife's birthday dinner.  THE BEST:  As on our prior visit, the food was uniformly excellent - we had edamame dumplings and tuna pizza for appetizers, and pad thai (without the shrimp) and chicken in plum sauce (with tofu substituted for chicken) for entrees.  All of it was really tasty, and the entree portions were generous.  THE OK:  The menu included NO vegetarian entrees.  The server specifically mentioned that vegie substitutions were available for the two entrees we ended up ordering, but this is 2021 and any decent restaurant should have at least a few flesh-free entrees on the menu.  After an initial lapse (possibly just an innocent miscommunication), the server was fairly attentive.  THE WORST:  We asked to be seated in the quietest possible location, which the hostess claimed was the balcony.  Nonetheless, even there we were totally overwhelmed with loud, throbbing, pulsating music, and had to practically yell at each other across the table to be heard.  And the lighting was so minimal it was difficult to read the menu without using our phones for flashlights.  This is not the auditory or visual environment we want when we splurge on expensive dinners, and so we will not return to Buddakan.",Negative
PwGa6nxMfHm-tmNoTkkRCw,"Great food, great price. I have never been to/or eaten Peruvian food so it was a great change. Awesome service, and SUPER helpful as we didn't know what to get since menu was so large and had dishes we never heard of. Also got to try Peruvian wine which was different and great!",Positive
ko6VPBOArrBNe5unFYuTjA,"This is not your zen massage. There are no frou frou candles or your choice of scented massage oils. Instead, they are fairly bare rooms--and great sports/deep tissue massages.
It may take some time to find the therapist whose technique works with what you want--but I've found a few that I love. 
Yes, it's a bit frustrating to have to wait outside, and to climb 4 flights of stairs. 
I've been a member for 6 months. It's definitely a huge cost savings if you go even more than 4 times a year of 60 minute massages.
I leave feeling a bit taller and stretched out, and feeling like my muscles recovered a bit better!",Positive
5IFDyz3tAQXgJ4Kd0mwTSw,"I ordered through Uber eats. My peppersteak platter was $15.75 and i ordered a $4.50 side of this macaroni and cheese that's raved about on Instagram. I wanted to try this place and I was sharing the food with my niece so I didn't concern myself with the price thinking there would be more than enough food. The food wasn't bad at all, but if you're going to charge so much for a platter I think you should specify the size of the platter. Had I known I would receive a small platter I certainly would've reconsidered!",Negative
9lFPyTk2Nu60nzQZAlU0hA,"This spot was so great, located right in center city with a really nice outdoor seating option. For lunch I got the dandelion salad and opted to add grilled chicken into it (you could also add salmon). The salad was perfect for a summer day out (mixed greens, avocado, cucumbers, and a delicious light dressing). The only downside of this place was that the menu was slightly limited!",Positive
9XFyw4L-MVxNITFPqXSTrw,"I would never recommend anyone to use this legal service even if it cost $1.00. I started my legal service around October 20, 2020. I paid $2045.00 for a ""simple"" divorce through PayPal on October 22, 2020. Of course everything seemed good and normal because they were getting my money. After a few weeks to a month, I received a phone call from his secretary followed up with paperwork I needed to fill out and return. After months went by and now into 2021, I called and followed up with ""what's going on?"". They say, I need more paperwork filled out and to send it back. Did that and now we're into almost a year later, no new progress. Secretary says, I need to go to center city or call family court to get the withdrawal. I go downtown to find out that my legal center never filed my divorce through family court nor was his info in my files as my representative and I would have to file again with legal aid on Tuesday or Thursday 9:30-12:30pm. Ugh.... I've been in center 3 times in Thursday's paying at least $33.00 for parking each day. Now my legal service as not answered any of my phone calls or emails and I sent several. Never again. Now I can't get my money back, I got scammed and they wasted my time.",Negative
lmIAAtiQXfgHSYXD8FAwZA,"Philadelphia never ceases to disappoint. This is # 1 or 2 on most lists. Ha! Let me first say I gave one star for the quality. The meat is very good quality stuff. I gave the second star for the bread. The bread is absolutely PERFECT hoagie bread for cheesesteak. But that's all the good I can say. The steak is horribly bland. So what you get is a great roll soaked with beef that tastes like warm water. No salt. No pepper. Not a drop of sear. Nothing. This is a bland tasteless fail. It's a terrible fail, because the quality is there, the technique is not. To date, no famous Philadelphia cheesesteak has lived up to the hype. You will get better cheesteak at any Jersey Mike's than the ""best"" places in Philadelphia.",Neutral
_n-IheClzVokha1Rq8cL3w,"I was with an employee for about 25 to 30 minutes asking him about all of the tufted headboard beds and their prices. I can't remember his name I think it had a V in it?  He was helpful and attentive all throughout, but as soon as I told him I was thinking of ordering online as I was not decided on which bed to get and needed to talk it over with my family all of a sudden he became so rude. He handed me his card and stormed off saying ""Well if you order it online I don't get paid and I've already spent all this time with you."" I was shocked at the complete 180 his personality did finding out his kindness was just a front to get my money. Then on the way out as my father and I attempted to say goodbye to him he refused to make eye contact or say anything and an employee he was venting was the only one courteous enough to say anything. The worst part is I was attempting to find out how I could give him the service online for helping me out but he completely ruined that for himself. I will be giving my money to maybe the employee who did acknowledge me or the Exton, PA location, extremely unprofessional and off-putting. No other store, Apple, Nordstroms, no where do they act this way if your not ready to make a HUGE purchase off a whim.",Negative
bgJI08aSbqBD4FFgW7WujA,Stumbled upon this place and will be going back. Food is pretty elevated for a brewery! Had duck hush puppies for that were soooo good,Neutral
yzJYGBgEJDGDYKX4Q69-ag,"The atmosphere is great. You feel as if you are in an upscale restaurant in Mexico City. The waitstaff is knowledgeable and polite. Restaurant follow covid-19 guidelines completely. The drinks are good and filled with tequila. Highlight to eat or try- Chips & Salsa, Queso Fundido, Salsa Tequilas with shimp, Enchiladas Playa, and Molcajete. Will be back to try more dishes at this lovely restaurant. Best Mexican in Philly.",Positive
ePiKJ4f1hWHIsxr4Bm6I6w,"No wait at 5:30 pm on a Saturday evening for a group of 4. We were seated promptly after the host took our temperatures. The booths have plastic separators between tables, and from what I saw, most of the restaurant was full. 3 of us got the tomato oxtail soup base, 1 had the original milky broth. I've tried both and I would say they are equally good, it just depends on what kind of mood you're in. Our server, Quynh, was very attentive and polite. 10/10 service and of course, the food was amazing. I liked the ponzu dipping sauce they provided, although it is a little different from other hotpot places that are more Chinese style with a variety of sauces like sesame, soy sauce, etc. Here at Chubby Cattle, they provide a ponzu sauce with a variety of toppings, including cilantro, green onion, chili, and garlic. The ponzu sauce paired perfectly with the meat (perfectly tender and nicely fatty without being too much) and other veggies. Overall, I think Chubby Cattle was wonderful (the terrarium light fixtures were a nice touch) and I will definitely be back again.",Positive
tZi6R8AYsLHu84usdnlw3g,"I would have taken a picture of my platter, but I wolfed it down too fast! I had the fish, eggs and Grits platter. Scrambled eggs with cheese where perfect, fluffy and delicious, enormous piece of crispy flounder fried to perfection and a generous portion of buttery grits! Perfect, exactly what I wanted! Will definitely order from here again!!!",Positive
JmmhdSZHuJNstMHRhdPz6w,"I had a horrible exchange this morning with a cashier at the 3313 Wharton st Phila store Dunkin' Donuts. I simply ordered a grill cheese sandwich and ask for bacon on it. While ordering she was rushing me saying do you want ham do you want this I said one second I would like to have the sweet black pepper bacon. She then went on to say that you can't have that. I said well why not I should be able to have whatever I can pay for and I also ordered this all the time from other Dunkin' Donuts. So she said to me who do you think you're talking to and I thought wow what a horrible exchange. I ask for a manager she said yeah I'll get a manager the manager then proceeded to take my order and said so they'll be a little extra for the bacon I said not a problem I'm sure I can afford it I just don't understand why your agent told me I couldn't have whatever I wanted to order. I have never been spoken to like this when I'm spending my money and I don't believe that anything was done. So I did not take this order, I wasn't sure what would be safe to consume. Additionally I was in the drive-through for such a long time and during Covid you would think people would be understanding and even more accommodating. I hope this response to get some traction,Now I am very busy and I don't have time to do these reviews but this had to be submitted the Philadelphia grays ferry location I will never go there again.",Negative
aqZnscLdLCAeMQKAyKy8uA,Breakfast was really good  had the Eggs Benedict and the andouille breakfast hash eggs were cooked perfect and food was outstanding service could be a little warmer but all in all very good and is some of the best breakfast I've had in philly,Positive
TMtMymOvkmlRMeh4NM87BA,"I've been here once a while ago got a sandwich to go and after a half hour ride home it was ok but I knew that was because of the travel. Well I had a strong urge on Saturday to make the ride and this time I ate it ""the spicy porker"" in my car in front of the store and it was orgasmic it exceeded my lofty expectations by far! We're talking bucket list here in the bucket list list of culinary delight!",Negative
Szur5ayaPwdMRBg-r2B5gQ,"Westy's is my FAVORITE bar in Philadelphia!! So happy it opened back up! It's so safe inside, staff wearing masks and tables spread apart for social distancing, overall I was very impressed with their commitment to good service! The bartenders and staff were friendly, the food was PHENOMENAL, I would recommend this place to anyone. Love Westys!!",Positive
Rwe8Y0ZmzXRcetOFYObqNg,"Wow, probably the largest sandwich I have ever had in my life! No wonder it costs almost $20! 

Ordered the pastrami sandwich and there was so much meat! It was actually a little too much meat in proportion to the veggies and bread. Plan on only being able to eat only one half of one of these sandwiches in one sitting. 

The meat itself wasn't anything spectacular, but maybe that was due to the overabundance. After a few bites, you get tired/bored of eating a big chunk of meat with not enough of the other ingredients.",Neutral
54VkoiIkZzvYjOq0OGR9Iw,"I love our produce, meat, egg, and bread shares, especially during COVID when the grocery stores are sometimes lacking! Philly Foodworks has super responsive customer service, an extensive online market selection, tons of pickup locations + delivery, unique and unexpected options, and the flexible ability to swap out items I won't eat and/or skip weeks is a dream.",Positive
rJTKz5puXYQvzWLlJtx7EQ,"Really impressed with this place! The host was amazing, very accommodating and genuinely helpful. Nikki was our server the energy and service she provided was impeccable! She's def one off the best servers I have ever had! Loved the vibe, drinks and music. The whole place I highly recommended! Felt extremely welcomed and the whole place is a vibe, don't hesitate to come here!!!!",Positive
rioDS_fD5x_GnZAyGzC_pQ,"I visited the Target location at 4000 Monument Road to return a gift my son received for his birthday Sat. His grandma purchased him a car seat however it wasn't safety equipped so I was returning the chair to get a more secure one. I was told they didn't know why I couldn't return without a receipt. I explained that it was gift and a fist receipt wasn't provided. The cashier than told me ""she didn't know why I wasn't able to return without a receipt"" I called customer services and was advised that the item could be return however I would have to get someone else to do it. I don't recall returning without a receipt because I always use my Target card. The principal about the situation is how rude PAULETTE WAS. She told me she was a manager when I asked to speak to one Bieber another employee there advised she was a ""front end lead"". She slammed my id and Corp number on the counter I asked her to place it in my hand like I placed  it hers. She than advised that I didn't give it to her so she's not picking it up. She walked off leaving my other item on the counter and never returned. The original cashier returned and skipped right over me asked nice and politely to the Caucasian guy ""how can I help you thanked him for his patience but never said another word as if I wasn't standing there. I understand many people have it set in their heads that ""BLACKS ARE GHETTO AND STEAL"" but everyone isn't like that. I work just like they do. On top of me spending so much money there on a reg. But I do know Target lost me as a customer and if his grandmother didn't live out of town I would tell her to get her money back. I will be boycotting Target until their employees know how to treat their customers.",Negative
0MwswADWsN3oIXxWtTDFtw,"Dr. Wolgin and his staff are wonderful. They are professional, kind and most importantly competent.  
Thank you for being a bright light in Philadelphias medical community.",Neutral
A6jUFsUEi8jnqDRhHcsBkg,"It just opened this morning and we got a breakfast sandwich, a hazelnut latte and a few of their little cakes. The chocolate cake and the coffee/chocolate cakes are decadent and delicious and the latte was light and delicious. Highly recommend!",Positive
zFZqSz9ZFuSV7FU5wI9B6A,"Oh my God, Lucky's Last Chance is actually pretty darn cool. Can't wait to try every single thing off the menu here. The menu is really good, so many very good choices, I had to go with Onion Strings, and it was amazing. The crew is definitely a highlight of this place because they are always quick, courteous, and provide service with a smile! Totally returning here again for more because one time is just not enough.",Positive
cGUshdFoXgdjYfyGP8GHUw,Doggie VIP is great! My dog Chase was very nervous at first and Victoria was amazing with him. They gradually introduced him to other calm dogs and were so patient with him as he got acclimated. After that he loved his time and playing with all his new dog friends. I highly recommend Doggie VIP Philly !!,Positive
ZeLjFlqG9rItMin4uh8-ow,"You all know by now that I'm very particular when it comes to my nails. I had found the perfect salon but moved in the last year and had the daunting task of finding a new one. I tried a few locally and was consistently disappointed. That's when a friend recommended Modish so I figured I had nothing to lose. 

The salon is gorgeous. Clean, neat, and beautiful. You can walk in but they are busy so I prefer to make an appointment. Minh is always at the desk to greet you. He's friendly and wants you to have the best experience possible. He keeps things moving in the salon and always offers a drink. Tammy is my nail girl. She's sweet, takes her time and she makes sure I like what she is doing. She helps me pick a color and always asks if I like it before completing the rest of my hand. I always get the dip powder and am completely satisfied. They last three weeks but I could definitely go longer if it wasn't for my nails growing out. I am so happy my hunt for a new nail salon is over. And I'm so happy I found Modish.",Neutral
s0FD3F0DKoY1WQblAdI5aw,"Honestly the brisket was delicious but bread was a little bit dry, not quite stale but they could have at least toasted it with butter or something, I felt like the ratio was a little off between meat and bread. 

That being said I have had their bbq in the past and the other items definitely slap, looking forward to trying again",Neutral
ahSN2Dd2Vez5LPtiVWu-zw,"The best thing was the salad. I must say the silver plastic ware I was impressive, but as you can see snapped right in half. Sort of representation of the entire meal. Looks awesome, not worth half the money.  Only gave them three stars because chocolate mousse with Cohl and the salad was all right. Let me see the lobster meat wasn't bad it was just completely unseasoned.  Would never do it again!  If Capital Grille had a delivery platform, Iwould never had been disloyal.",Negative
akYX6h5Y4c2CpRCYxjF4PA,"I'm jumping right in... Best thing on the menu is the Jerk Chicken!  The Curry Goat is ok..needs more seasoning!
The sides need help-Period!

We all have watch every food rescue type of show where the expert states 'focus on what you are good at and get rid of the rest'!  The Mac and cheese (shells..is a joke-not cheesy at all..straight out of a box ; the rice and beans need seasoning; the cabbage was the best..keeper)!

Friendly staff and good portions for the price..if I could give 3.5 stars I would for the things just mentioned!

Not sure I would try again when there are so many other good food options in the area!",Positive
Zld_6k2yA5ynKWCxcw2_yQ,The Mecca of Philly cheesesteaks!!! This is where the story of creating a Philly cheesesteak started!! These cheesesteaks are some of the best I've ever had!! I like my Cheesesteak with onions and cheese whiz! The provolone is a popular pick too! The fries are better at Pats than Geno's! There are two lines; one for ordering a cheesesteak and the other for ordering drinks or french fries. This is one of my favorite things to hit in Philly everytime I am there!!,Positive
cv6d4GB-q0qOwmKZoWUCwQ,This place was amazing. I loved seeing Van Gogh sunflower painting. It was so beautiful to see it again person. I loved all the different artwork they had. I did get lost in the museum but it was still fun lol. I was a bit disappointed that I couldn't see the Rocky Steps though.,Positive
mK8lsEBa0f1ybJKCeWmSdA,"I've been waiting for some perfect BBQ since I moved up here from Texas six years ago. Got the brisket, potato salad and mac cheese. GRADE A+ BBQ!!! The brisket melts in your mouth. Sooooo good!!",Positive
lQ6Xvx_swqNX6aHX7nYlRA,"I once thought Tony Luke's was worthy of being above the ""tourist trap"" designation. 

It had been a while since I've been here. I gave them a shot today. 

Whatever was not true then may be true now. 

This wasn't a bad cheesesteak. There's nothing wrong with it. But I've had a lot of different cheesesteaks in town since I last had an original Tony Luke. 

And now I'm noticing that the beef flavor just doesn't sit the same way here as other places. I'm noticing that it seems saltier with the cheese. I'm noticing that the flavors don't seem to marry as well as other places. I'm noticing that it seems to be a little greasier than others. 

There's nothing wrong with Tony Luke's. They have many great sandwiches. The rolls are wonderful. 

But as of today, they've fallen out of my top 10 in the city. There's newer places and classic places just doing this sandwich better right now. 

1. Angelo's 
2. John's 
3. Woodrow's 
4. Oh Brother 
5. Dalessandro's 
6. Philip's 
7. Ace of Steaks 
8. Max's 
9. Joe's 
10. Gooey Louie's

Honorable mentions: 
- Jim's 
- Steve's 
- Tony Luke's 
- Ishkabibble's 
- Pat's",Neutral
Ok7KA5Fxvc-OlRdT-waedg,"If I could write Murph's a million 5-star reviews, I would. I've said it once and I'll say it again - Murph's is the best Italian food in Philadelphia. Came during covid for outdoor dining - they have a cute little tent out front that is open on multiple sides (not one of those unsafe outdoor-indoor structures) and heat lamps to keep you warm.

We started with mussels au gratin and fried mozzarella (they were sadly out of fried burrata). The mussels were a surprisingly large portion, and the fried mozz was clearly fresh/better quality than what you normally think of when you order this app.

For the main course, we ordered a rack of lamb and tagliatelle with filet to share. Both were insanely delicious. If you like lamb, definitely try theirs - it's only $25 for a full rack and side of pasta. We easily had two extra meals of leftovers to take home.

The mains were a little delayed to come out, so Murph's kindly gave us dessert on the house - we had the creme brulee cheesecake and lemon marcapone cake. You can't go wrong with either.

While waiting for a table, I had a Morrison Mule and Bourbon Spritz. I would... you guessed it - recommend both. Not sure if they're still doing this, but they gave me the drink in a plastic cup so I could wait outside with it!

They're also doing takeout during the pandemic, so definitely make sure to take advantage of it while you can!! They're cash only but their prices are so affordable. If you want to see their latest menu and specials, make sure to check out their instagram!",Positive
bmtJ_ebc9P4I-mHEYufOrA,The team at Opportunity Barks clearly care about every pup and their families. They take this work seriously while having So Much Fun!,Neutral
qYC-_HF-iJnFbkQ-B5zRoQ,"Such a cute, intimate spot. Great addition to Germantown! I tried ALL of the ciders. Most of the are drier but the raspberry (seasonal) is on the sweet side. I really enjoyed the ginger & blood orange. The pies are fantastic! I tried the Route 23 & Smoky-Spicy Shroom. They were great, but phenomenal when I ate them together. This is a cute spot for a meetup with friends or a casual date. I also got to meet the owner Stephanie who is kind & delightful. Definitely check this place out if you're in the neighborhood or love cider!",Positive
GDxme69IzqGuV6Wtxp1JHA,"Wow, Gianfranco Pizza Rustica was simply amazing. I'm so glad to be here and the environment is so pretty. Terrific food, Chicken Ranch Pizza was excellent without a doubt. This Chicken Ranch Pizza was prepared just perfectly. The crew was excellent, literally everyone. I am so happy with this place.",Positive
NH2QV0vaAqRRYtmZa6b9Pw,"Parking: Economy parking remains closed even though the airport has resumed many flights. If you want to know why there's no space in Garage B or C, check here first on your way to the airport: https://philapark.org/airport-parking/
That has 15 minute updates on spaces available by garage so you won't circle in vain looking for a spot when you should be getting to TSA. 
I wound up in Garage A this trip which was OK outbound with a walk, though my arriving flight came back all the way to F. So I got exercise. There is a shuttle that goes from F to other terminals (C and A). 

Security: TSA was pretty quick. Covid or not, it's the same rules as before, laptop and large electronics out, shoes/belts/coats/hats off, pockets empty. Liquid rules still in effect. 

Shopping/Food: Fewer choices and limited hours. I waited til I got to my destination to eat. 

Covid: Seating areas still have social distancing stickers. Masks required.",Negative
86UQJURgAzEuV8xTWAj8mg,"Have only had food to go and only been here once, so a bit tentative but here are my thoughts. Overall food is more on the balanced and less of the extreme spice compared with the older Circles, and some other places in the city. This is definitely on the milder end and is probably on par with ratchada or even a bit milder than that.

More traditional Thai cuisine (in terms of what's typically found in the U.S.) compared with Kayala, which is Southern Thai specifically.

Even though I wouldn't mind more spice, the food is quite balanced from a taste standpoint. Have had a particularly good luck with the salads, as well as the pad Thai and the basil noodles with chicken.",Neutral
74GNayvDUyYLtVgd5NoYrQ,Delicious! Been here a bunch of times never had any issues. Staff always friendly. Great rewards app you get a free platter for your birthday but they give you plenty of time to use it. Combo platter is my go to. Love the sauces. Extra White & Hot. Try the bbq also for a different taste. Fries are tasty.  Highly recommend.,Positive
_bda6UXGmleB9yDzv8sakg,"Won't be back!! The general  toast chicken isn't consistent AT ALL!! 
The first time it was delicious. The second time it was dry and super breaded, I have them another try and it was WORST! I will not be back. I called and told them and it still was WRONG. Just ewwwww. So much liquid and not yummy liquid",Neutral
1OQh_X2jCNoN0dNbN2zACQ,"after all my heads of hearing how amazing monks beer program was, i finally went. & i wasn't really blown away. the first beer on tap was allagash white lol, like why? they had a few good beers but i was under the impression it would be the best of the best and all hard to find stuff.",Positive
EiatmSd0Tx3XUMs458pDyg,"worst company of all-time, in all of history. my internet doesn't work just being one room away from the signal, constantly goes in and out. The service technicians don't show up half the time, and it's intentional. Good luck getting someone to show up. I'd rather have no internet at all than comcast. waste of time, and pointless frustration.",Negative
BNm-Km-P8lTQUnJypqE1UQ,"Came here to get my fingerprints done for clearances and ended up having to come TWICE to get them redone. I've gotten my prints done ~10 times due to the nature of my job and volunteering, but my prints have NEVER been rejected at the other 9 locations I've been to. Only have they been rejected here, where they clearly don't care to do it right the first time.

I get it, it's covid, they probably want me out of there asap. But hey, if the computer clearly says print not wide enough, or insufficient tips, then just redo them instead of hitting continue so you don't have to make me return to contaminate your store again!  When I saw the lady doing a sloppy job even the second time, I mentioned my first prints were rejected because they weren't clear, and she said well, you get to try 3 times. 
This place clearly doesn't care about wasting your time and forcing you to continue coming back. 

Long story short - DO NOT COME HERE TO GET YOUR FINGERPRINT DONE UNLESS YOU WANT TO WASTE TIME GETTING THEM REDONE AND/OR YOU WANT TO MISS YOUR DEADLINE.",Negative
5bSJPkDScPqwQiPzhqKsjQ,"UPDATE AFTER DAVID's COMMENT:
I understand the importance of keeping everyone safe during COVID and having that effect the amenity spaces t some capacity. I would like to make something clear that I left out in my previous review: I specifically asked what the elevator situation was after seeing reviews, and they said with Covid, ""they're allowing 5 people in at a time"". I have the email to prove it. Turns out it was only 2 people, and still is, with more than 600 people living in the building. The elevators do not ""work properly"" for the population of people living here, when most of the time you have to wait 20 minutes for an elevator up or down. I also specifically asked about construction, as I knew I was going to be working from home, and they lied about that as well and said they were unaware of the start date after it started 2 weeks post me moving in. Again, really urge you to find another building if you're reading these reviews! This place is not worth it. 

UPDATE AFTER 9 MONTHS OF LIVING HERE:
The construction is finally finished but this building is NOT worth it. We have an amazing view of Center City - but I would trade that + anything else to not have to wait for an elevator for 20+ minutes. My boyfriend and I literally don't even go out during lunch because we are afraid we will spend 40 minutes waiting for an elevator and waste 40/60 min of our lunch break. The fire alarm goes off multiple times a month. The amenities are still closed to anyone other than the guests, even the outdoor roof deck due to COVID. The management does not care about you as soon as you sign and are completely unapologetic for mistakes made on their part. 

If you're planning on moving any time soon, pick ANY other building. We have maintenance in here every other week due to something new breaking. Our AC unit literally does not work, yet we are charged for amenities at a higher rate than any other building in center city (trust me, I've done my research). Haven't even submitted a maintenance request because maintenance never seems to fix anything., will schedule with you and then not show up, and then show up RANDOMLY with no warning and get mad when you say you're working from home and can't have them making noise at 11 am on a Tuesday. I asked them to fix the fan in our bathroom as a lot of moisture was accumulating, and he said he, ""could replace it so it would make less noise, but the fans don't work and it's functionality won't change"". They openly admit their appliances don't work and don't do anything about it! As I said below, the only plus side of this building is the staff at the front desk - they're awesome and really friendly. We are moving to a new building in center city two months prior to our lease ending and paying double the rent (finishing out our lease with 1500 Locust as well as paying for the new building) just to get out of here. 

ORIGINAL REVIEW:
Just moved into the building on July 1. It's in a great location and seems to have great amenities - though the gym is not open due to COVID19. Disappointed with the communication of the building - there is some sort of construction project going on that sounds as though someone is drilling INSIDE your apartment. I was not made aware of this when I signed my lease. I called the leasing office, asking what was going on, and their answer was that they are having something done to the building and it normally takes about 2 1/2 months. Shouldn't people that are going to be affected by the noise be notified - especially with COVID19 and 90% of the population working from home? Apparently not. This is a huge problem for anyone that is working from home, or simply wants some peace and quiet when they're in their apartment. I chose this building because I expected it to be quiet and well managed and have been extremely disappointed in that regard so far.

Also, some of the amenities such as the large outdoor rooftop is restricted to resident's only due to COVID19. When I had asked the concierge downstairs, they said that was only the case because of the July 4 weekend, and any other day, as long as it wasn't a large group, others were allowed to join you on the outdoor rooftop. I went to sit outside with my boyfriend and was confronted by a man that was rude and not friendly stating that ""NO ONE OTHER THAN A RESIDENT CAN BE UP HERE"". That's fine, and given the circumstances I understand - but have your staff on the same page and not giving out conflicting information.

Plus side is that though the information they give out conflicts that of other staff members, the concierge downstairs are very helpful and nice.",Neutral
gAsjC9cl8mG5MS_EFzttUA,"I love this spot! I took my mom here on one of the coldest nights of the year (oops!) but was so mesmerized by the little heated huts that I had to try it out. Each hut has two floor heaters so it's really not that cold, especially if you don't mind keeping your coat on. The food was delicious as well. We started off with the Toma Celena Hygee Board, which did not disappoint. I ordered the fried chicken bites and french fries, paired with the Seasonal Punch. Even though it was tasty, I highly recommend ordering their warm cocktails in the winter months though, especially if you're eating outside. My mom had the mulled wine and lasagna. Great service and felt totally safe. Hope to visit again soon!",Positive
gSLp4iYCuyG2HAZVyn0D-Q,"We stopped in around 10am on a Sunday. Several people waiting outside. We walked in and ordered 2 toasted bagels with cc. They asked us to wait outside and would call our names. After 15 min and people before us still waiting, I went inside to ask about our order. Several orders were sitting there with ours being one of them now cold.  Bagels were alright but customer service has several opportunities for improvement.",Negative
HciqVm_193AUC3olHVTe0Q,"Located on 9th Street in the Italian Market.
A vegan red that sits right next to the House of Pork.
Lol! I was very surprised by how much that ""chicken"" cheesesteak was so good I didn't miss the meat.
It was fresh and flavorful! I will definitely be going back.",Positive
QgYFte3IEU_QwlSmM74mWw,"Just read they denied service to a Philadelphia Police Officer working the second half of a double shift, keeping us safe, simply because he is a LEO.
Word travels fast, Dunkin' Doughnuts, and my family will NEVER darken the door of one of your outlets again.  Truth be told, I always thought your food and coffe were garbage to begin with, but now I have an Ace card to stop anyone else in my family from patronizing your loathesome establishment.",Neutral
